title,description,director,year,actors,categories
In Time,"title: In Time ,Description: In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",Andrew Niccol,2011,"['justin timberlake', ' amanda seyfried', ' cillian murphy', 'olivia wilde']","['action', 'sci-fi', 'thriller']"
The Social Network,"title: The Social Network ,Description: Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",David Fincher,2010,"['jesse eisenberg', ' andrew garfield', ' justin timberlake', 'rooney mara']","['biography', 'drama']"
The Last Witch Hunter,"title: The Last Witch Hunter ,Description: The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.",Breck Eisner,2015,"['vin diesel', ' rose leslie', ' elijah wood', ' ólafur darri ólafsson']","['action', 'adventure', 'fantasy']"
Victor Frankenstein,"title: Victor Frankenstein ,Description: Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.",Paul McGuigan,2015,"['daniel radcliffe', ' james mcavoy', ' jessica brown findlay', ' andrew scott']","['drama', 'horror', 'sci-fi']"
A Street Cat Named Bob,"title: A Street Cat Named Bob ,Description: Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",Roger Spottiswoode,2016,"['luke treadaway', ' bob the cat', ' ruta gedmintas', ' joanne froggatt']","['biography', 'comedy', 'drama']"
Green Room,"title: Green Room ,Description: A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.",Jeremy Saulnier,2015,"['anton yelchin', ' imogen poots', ' alia shawkat', 'patrick stewart']","['crime', 'horror', 'thriller']"
Blackhat,"title: Blackhat ,Description: A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.",Michael Mann,2015,"['chris hemsworth', ' viola davis', ' wei tang', ' leehom wang']","['crime', 'drama', 'mystery']"
Storks,"title: Storks ,Description: Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby.",Nicholas Stoller,2016,"['andy samberg', ' katie crown', 'kelsey grammer', ' jennifer aniston']","['animation', 'adventure', 'comedy']"
American Sniper,"title: American Sniper ,Description: Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",Clint Eastwood,2014,"['bradley cooper', ' sienna miller', ' kyle gallner', ' cole konis']","['action', 'biography', 'drama']"
Dallas Buyers Club,"title: Dallas Buyers Club ,Description: In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Jean-Marc Vallée,2013,"['matthew mcconaughey', ' jennifer garner', ' jared leto', ' steve zahn']","['biography', 'drama']"
Lincoln,"title: Lincoln ,Description: As the War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",Steven Spielberg,2012,"['daniel day-lewis', ' sally field', ' david strathairn', 'joseph gordon-levitt']","['biography', 'drama', 'history']"
Rush,"title: Rush ,Description: The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.",Ron Howard,2013,"['daniel brühl', ' chris hemsworth', ' olivia wilde', 'alexandra maria lara']","['action', 'biography', 'drama']"
Before I Wake,"title: Before I Wake ,Description: A young couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.",Mike Flanagan,2016,"['kate bosworth', ' thomas jane', ' jacob tremblay', 'annabeth gish']","['drama', 'fantasy', 'horror']"
Silver Linings Playbook,"title: Silver Linings Playbook ,Description: After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",David O. Russell,2012,"['bradley cooper', ' jennifer lawrence', ' robert de niro', ' jacki weaver']","['comedy', 'drama', 'romance']"
Tracktown,"title: Tracktown ,Description: A young, talented, and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off.",Alexi Pappas,2016,"['alexi pappas', ' chase offerle', ' rachel dratch', ' andy buckley']","['drama', 'sport']"
The Fault in Our Stars,"title: The Fault in Our Stars ,Description: Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.",Josh Boone,2014,"['shailene woodley', ' ansel elgort', ' nat wolff', ' laura dern']","['drama', 'romance']"
Blended,"title: Blended ,Description: After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",Frank Coraci,2014,"['adam sandler', ' drew barrymore', ' wendi mclendon-covey', ' kevin nealon']","['comedy', 'romance']"
Fast & Furious,"title: Fast & Furious ,Description: Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",Justin Lin,2009,"['vin diesel', ' paul walker', ' michelle rodriguez', ' jordana brewster']","['action', 'crime', 'thriller']"
Looper,"title: Looper ,Description: In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",Rian Johnson,2012,"['joseph gordon-levitt', ' bruce willis', ' emily blunt', ' paul dano']","['action', 'crime', 'drama']"
White House Down,"title: White House Down ,Description: While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",Roland Emmerich,2013,"['channing tatum', ' jamie foxx', ' maggie gyllenhaal', 'jason clarke']","['action', 'drama', 'thriller']"
Pete's Dragon,"title: Pete's Dragon ,Description: The adventures of an orphaned boy named Pete and his best friend Elliot, who just so happens to be a dragon.",David Lowery,2016,"['bryce dallas howard', ' robert redford', ' oakes fegley', 'oona laurence']","['adventure', 'family', 'fantasy']"
Spider-Man 3,"title: Spider-Man 3 ,Description: A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",Sam Raimi,2007,"['tobey maguire', ' kirsten dunst', ' topher grace', ' thomas haden church']","['action', 'adventure']"
The Three Musketeers,"title: The Three Musketeers ,Description: The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.",Paul W.S. Anderson,2011,"['logan lerman', ' matthew macfadyen', ' ray stevenson', ' milla jovovich']","['action', 'adventure', 'romance']"
Stardust,"title: Stardust ,Description: In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Matthew Vaughn,2007,"['charlie cox', ' claire danes', ' sienna miller', ' ian mckellen']","['adventure', 'family', 'fantasy']"
American Hustle,"title: American Hustle ,Description: A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",David O. Russell,2013,"['christian bale', ' amy adams', ' bradley cooper', 'jennifer lawrence']","['crime', 'drama']"
Jennifer's Body,"title: Jennifer's Body ,Description: A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?",Karyn Kusama,2009,"['megan fox', ' amanda seyfried', ' adam brody', ' johnny simmons']","['comedy', 'horror']"
Midnight in Paris,"title: Midnight in Paris ,Description: While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.",Woody Allen,2011,"['owen wilson', ' rachel mcadams', ' kathy bates', ' kurt fuller']","['comedy', 'fantasy', 'romance']"
Lady Macbeth,"title: Lady Macbeth ,Description: Set in 19th century rural England, young bride who has been sold into marriage to a middle-aged man discovers an unstoppable desire within herself as she enters into an affair with a work on her estate.",William Oldroyd,2016,"['florence pugh', ' christopher fairbank', ' cosmo jarvis', ' naomi ackie']",['drama']
Joy,"title: Joy ,Description: Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",David O. Russell,2015,"['jennifer lawrence', ' robert de niro', ' bradley cooper', ' edgar ramírez']",['drama']
The Dressmaker,"title: The Dressmaker ,Description: A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",Jocelyn Moorhouse,2015,"['kate winslet', ' judy davis', ' liam hemsworth', 'hugo weaving']","['comedy', 'drama']"
Cafe Society,"title: Cafe Society ,Description: In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man.",Woody Allen,2016,"['jesse eisenberg', ' kristen stewart', ' steve carell', ' blake lively']","['comedy', 'drama', 'romance']"
Insurgent,"title: Insurgent ,Description: Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",Robert Schwentke,2015,"['shailene woodley', ' ansel elgort', ' theo james', 'kate winslet']","['adventure', 'sci-fi', 'thriller']"
